year,round,pick_overall,round_pick,person_id,person_name,team,signed,bonus,pick_value,school
2022,11,317,1,701374,Zack Showalter,Baltimore Orioles,True,440000,,Wesley Chapel HS
2022,11,318,2,801517,Spencer Giesting,Arizona Diamondbacks,True,400000,,UNC Charlotte
2022,11,319,3,684442,Kohl Drake,Texas Rangers,True,175000,,Walters State CC
2022,11,320,4,806270,Dominic Perachi,Pittsburgh Pirates,True,125000,,Salve Regina U
2022,11,321,5,805272,Luke Young,Washington Nationals,True,250000,,Midland College
2022,11,322,6,677354,Alex Williams,Miami Marlins,True,125000,,Stanford
2022,11,323,7,804447,Branden Noriega,Chicago Cubs,True,125000,,No School
2022,11,324,8,681355,Andrew Cossetti,Minnesota Twins,True,125000,,Saint Joseph's
2022,11,325,9,689818,David Sandlin,Kansas City Royals,True,400000,,Oklahoma
2022,11,326,10,702297,Carson Skipper,Colorado Rockies,True,100000,,Auburn
2022,11,327,11,701464,Joe Miller,Detroit Tigers,True,125000,,Pennsylvania
2022,11,328,12,702674,Caden Dana,Los Angeles Angels,True,1497500,,Don Bosco Prep HS
2022,11,329,13,689041,Rhylan Thomas,New York Mets,True,180000,,USC
2022,11,330,14,702584,Isaiah Lowe,San Diego Padres,True,400000,,Combine Academy
2022,11,331,15,701884,Magnus Ellerts,Cleveland Guardians,True,125000,,Florida SouthWestern State College
2022,11,332,16,702708,Emaarion Boyd,Philadelphia Phillies,True,647500,,South Panola HS
2022,11,333,17,804992,Ben Brutti,Cincinnati Reds,True,405000,,South Kingstown HS
2022,11,334,18,803291,Christian Oppor,Athletics,False,,,Columbus HS
2022,11,335,19,681256,Ian Mejia,Atlanta Braves,True,100000,,New Mexico State
2022,11,336,20,681041,Marcelo Perez,Seattle Mariners,True,125000,,TCU
2022,11,337,21,701675,Nathan Church,St. Louis Cardinals,True,125000,,University of California - Irvine
2022,11,338,22,693483,Pat Gallagher,Toronto Blue Jays,True,125000,,Connecticut
2022,11,339,23,688730,Marques Johnson,Boston Red Sox,True,122500,,Long Beach State
2022,11,340,24,687308,Ryan Harvey,New York Yankees,True,250000,,UC Santa Barbara
2022,11,341,25,804240,Jacob Burke,Chicago White Sox,True,225000,,Miami
2022,11,342,26,687726,Cameron Wagoner,Milwaukee Brewers,True,125000,,Eastern Michigan
2022,11,343,27,691775,Ryan Clifford,Houston Astros,True,1256530,,Crossroads FLEX HS
2022,11,344,28,805427,Drew Sommers,Tampa Bay Rays,True,150000,,Central Arizona College
2022,11,345,29,693819,Kyle Nevin,Los Angeles Dodgers,True,397500,,Baylor
2022,11,346,30,804984,Sam Bower,San Francisco Giants,True,317500,,St. Mary's College
2022,12,347,1,682017,Bradley Brehmer,Baltimore Orioles,True,125000,,Indiana
2022,12,348,2,802412,Malachi Witherspoon,Arizona Diamondbacks,False,,,Fletcher HS
2022,12,349,3,805958,Jackson Kelley,Texas Rangers,True,125000,,Mercer
2022,12,350,4,687268,K.C. Hunt,Pittsburgh Pirates,False,,,Mississippi State
2022,12,351,5,703612,Nick Peoples,Washington Nationals,True,175000,,Northview HS
2022,12,352,6,687243,Cole Kirschsieper,Miami Marlins,True,125000,,Illinois
2022,12,353,7,802963,Mathew Peters,Chicago Cubs,True,125000,,Ivy Tech
2022,12,354,8,686960,Nate Baez,Minnesota Twins,True,125000,,Arizona State
2022,12,355,9,801442,Jack Pineda,Kansas City Royals,True,147500,,Baylor
2022,12,356,10,800061,Caleb Franzen,Colorado Rockies,True,125000,,University of Portland
2022,12,357,11,688501,Cole Stupp,Detroit Tigers,True,125000,,Kentucky
2022,12,358,12,683177,Jared Southard,Los Angeles Angels,True,137500,,Texas
2022,12,359,13,801434,Paul Gervase,New York Mets,True,170000,,LSU
2022,12,360,14,689474,Austin Krob,San Diego Padres,True,125000,,TCU
2022,12,361,15,687916,Jack Jasiak,Cleveland Guardians,True,125000,,South Florida
2022,12,362,16,805301,Jordan Dissin,Philadelphia Phillies,True,125000,,Saddleback College
2022,12,363,17,680900,Mason Pelio,Cincinnati Reds,True,125000,,Boston College
2022,12,364,18,702856,T.J. Czyz,Athletics,True,125000,,Cosumnes River College
2022,12,365,19,805332,Justin Janas,Atlanta Braves,True,125000,,Illinois
2022,12,366,20,700187,Troy Taylor,Seattle Mariners,True,125000,,University of California - Irvine
2022,12,367,21,683152,Michael Curialle,St. Louis Cardinals,True,150000,,UCLA
2022,12,368,22,804526,Nolan Perry,Toronto Blue Jays,True,200000,,Carlsbad HS
2022,12,369,23,683093,Hayden Mullins,Boston Red Sox,True,97500,,Auburn
2022,12,370,24,690977,Jackson Fristoe,New York Yankees,True,272500,,Mississippi State
2022,12,371,25,681460,Brooks Baldwin,Chicago White Sox,True,125000,,UNC Wilmington
2022,12,372,26,702726,Luke Adams,Milwaukee Brewers,True,282500,,Hinsdale Central HS
2022,12,373,27,701305,Zach Dezenzo,Houston Astros,True,125000,,Ohio State
2022,12,374,28,702047,Alex Cook,Tampa Bay Rays,True,125000,,Colby CC
2022,12,375,29,687138,Jacob Meador,Los Angeles Dodgers,True,125000,,Dallas Baptist
2022,12,376,30,804922,Tyler Vogel,San Francisco Giants,True,125000,,Jacksonville University
2022,13,377,1,805724,Jared Beck,Baltimore Orioles,True,125000,,Saint Leo University
2022,13,378,2,683272,Eli Saul,Arizona Diamondbacks,True,125000,,Sacramento State
2022,13,379,3,702580,Caden Marcum,Texas Rangers,False,,,Paola HS
2022,13,380,4,805415,Miguel Fulgencio,Pittsburgh Pirates,True,125000,,Cowley County CC
2022,13,381,5,671726,Marquis Grissom Jr.,Washington Nationals,True,125000,,Georgia Tech
2022,13,382,6,702292,Chase Luttrell,Miami Marlins,True,125000,,Long Beach State
2022,13,383,7,701329,Luis Rujano,Chicago Cubs,True,210000,,Sunshine State Elite Academy
2022,13,384,8,690217,C.J. Culpepper,Minnesota Twins,True,125000,,California Baptist University
2022,13,385,9,687547,Ryan Ramsey,Kansas City Royals,True,125000,,Maryland
2022,13,386,10,687060,Blake Adams,Colorado Rockies,True,125000,,Kansas State
2022,13,387,11,694336,Dom Johnson,Detroit Tigers,True,180000,,Kansas State
2022,13,388,12,687272,Tucker Flint,Los Angeles Angels,True,132500,,Chipola College
2022,13,389,13,697811,Dylan Ross,New York Mets,True,125000,,Georgia
2022,13,390,14,688363,Graham Pauley,San Diego Padres,True,125000,,Duke
2022,13,391,15,687930,Tyresse Turner,Cleveland Guardians,True,125000,,USC
2022,13,392,16,681495,Cade Fergus,Philadelphia Phillies,True,125000,,George Washington University
2022,13,393,17,801333,Johnathan Harmon,Cincinnati Reds,True,125000,,Northwestern State
2022,13,394,18,680865,Jake Pfennigs,Athletics,True,125000,,Oregon State
2022,13,395,19,678142,Cedric De Grandpre,Atlanta Braves,True,237500,,Chipola College
2022,13,396,20,804539,Darren Bowen,Seattle Mariners,True,125000,,UNC Pembroke
2022,13,397,21,688837,Chandler Arnold,St. Louis Cardinals,True,175000,,Dallas Baptist
2022,13,398,22,687629,Bo Bonds,Toronto Blue Jays,True,125000,,University of Louisiana at Lafayette
2022,13,399,23,702264,Gavin Kilen,Boston Red Sox,False,,,Milton HS
2022,13,400,24,687280,Geoffrey Gilbert,New York Yankees,True,125000,,Clemson
2022,13,401,25,690279,Mason Adams,Chicago White Sox,True,75000,,Jacksonville University
2022,13,402,26,806272,Zane Petty,Milwaukee Brewers,False,,,Corsicana HS
2022,13,403,27,699816,Jackson Loftin,Houston Astros,True,125000,,Oral Roberts
2022,13,404,28,695242,Nate Dahle,Tampa Bay Rays,True,87500,,BYU
2022,13,405,29,683006,Chris Newell,Los Angeles Dodgers,True,147500,,Virginia
2022,13,406,30,687284,Thomas Gavello,San Francisco Giants,True,125000,,Pacific
2022,14,407,1,806273,Adam Retzbach,Baltimore Orioles,True,125000,,Lehigh U
2022,14,408,2,681184,Kevin Graham,Arizona Diamondbacks,True,125000,,Ole Miss
2022,14,409,3,695008,Andrew Owen,Texas Rangers,True,125000,,Grossmont College
2022,14,410,4,669343,Julian Bosnic,Pittsburgh Pirates,True,125000,,South Carolina
2022,14,411,5,687751,Cortland Lawson,Washington Nationals,True,125000,,Tennessee
2022,14,412,6,687942,Torin Montgomery,Miami Marlins,True,75000,,Missouri
2022,14,413,7,686288,Shane Marshall,Chicago Cubs,True,125000,,U Georgia
2022,14,414,8,702673,Omari Daniel,Minnesota Twins,True,232800,,The Walker School
2022,14,415,9,700786,Ben Sears,Kansas City Royals,True,125000,,Houston
2022,14,416,10,805703,Braxton Hyde,Colorado Rockies,True,125000,,Butler County CC
2022,14,417,11,701564,Joe Adametz,Detroit Tigers,True,130000,,Liberty University
2022,14,418,12,694754,Sabin Ceballos,Los Angeles Angels,False,,,San Jacinto College North
2022,14,419,13,671382,Cameron Foster,New York Mets,True,40000,,McNeese State
2022,14,420,14,805234,Tyler Robertson,San Diego Padres,True,125000,,University of Louisiana at Lafayette
2022,14,421,15,688907,Pres Cavenaugh,Cleveland Guardians,True,125000,,UNC Greensboro
2022,14,422,16,804858,Bryan Rincon,Philadelphia Phillies,True,125000,,Shaler Area HS
2022,14,423,17,805723,Jared Lyons,Cincinnati Reds,True,100000,,George Mason
2022,14,424,18,702538,Jamaliel Rosado Jr.,Athletics,True,125000,,Leadership Christian Academy
2022,14,425,19,804542,Landon Harper,Atlanta Braves,True,140000,,Southern Mississippi
2022,14,426,20,804663,Tyler Cleveland,Seattle Mariners,True,125000,,Central Arkansas
2022,14,427,21,681884,D.J. Carpenter,St. Louis Cardinals,True,100000,,Oregon State
2022,14,428,22,803679,Sammy Hernandez,Toronto Blue Jays,True,200000,,Lakeland Senior HS
2022,14,429,23,702533,Travis Sanders,Boston Red Sox,False,,,Copperas Cove HS
2022,14,430,24,690603,Kristófer Bow,New York Yankees,True,125000,,College of Southern Nevada
2022,14,431,25,690294,Shane Murphy,Chicago White Sox,True,125000,,Chandler Gilbert CC
2022,14,432,26,682251,Aidan Maldonado,Milwaukee Brewers,True,125000,,Minnesota
2022,14,433,27,690474,Tommy Sacco Jr.,Houston Astros,True,125000,,TCU
2022,14,434,28,684967,Roel Garcia III,Tampa Bay Rays,True,50000,,Rice
2022,14,435,29,692222,Jose Izarra,Los Angeles Dodgers,True,125000,,Florida SouthWestern State College
2022,14,436,30,703632,Nomar Diaz,San Francisco Giants,True,125000,,Carlos Beltran Baseball Academy
2022,15,437,1,801802,James Hicks,Baltimore Orioles,False,,,U South Carolina
2022,15,438,2,688273,Joshua Day,Arizona Diamondbacks,True,125000,,Missouri
2022,15,439,3,806275,Jack Goodman,Texas Rangers,False,,,Medfield HS
2022,15,440,4,680906,Josiah Sightler,Pittsburgh Pirates,True,125000,,South Carolina
2022,15,441,5,680734,Kyle Luckham,Washington Nationals,True,125000,,Arizona State
2022,15,442,6,702034,Ike Buxton,Miami Marlins,True,100000,,Lipscomb University
2022,15,443,7,702333,Haydn McGeary,Chicago Cubs,True,125000,,Colorado Mesa University
2022,15,444,8,805998,Ben Ethridge,Minnesota Twins,True,125000,,Southern Mississippi
2022,15,445,9,805834,Javi Vaz,Kansas City Royals,True,125000,,Vanderbilt
2022,15,446,10,687984,Brady Hill,Colorado Rockies,True,175000,,San Jose State
2022,15,447,11,695231,Patrick Pridgen,Detroit Tigers,True,125000,,Florida International
2022,15,448,12,683098,Bryce Osmond,Los Angeles Angels,True,129500,,Oklahoma State
2022,15,449,13,804943,Jackson Jaha,New York Mets,False,,,Clackamas HS
2022,15,450,14,693647,Thomas Balboni Jr.,San Diego Padres,True,125000,,Northeastern
2022,15,451,15,671969,Adam Tulloch,Cleveland Guardians,True,125000,,Arizona State
2022,15,452,16,687285,Troy Schreffler Jr.,Philadelphia Phillies,True,125000,,Maryland
2022,15,453,17,703445,Adam Serwinowski,Cincinnati Reds,True,125000,,Eastside HS
2022,15,454,18,686672,Mark Adamiak,Athletics,True,125000,,Arkansas
2022,15,455,19,687222,William Silva,Atlanta Braves,True,75000,,Miami Dade College
2022,15,456,20,800683,Blake Rambusch,Seattle Mariners,True,125000,,Auburn
2022,15,457,21,806277,Matt Hickey,St. Louis Cardinals,True,25000,,Tarleton St U
2022,15,458,22,681580,Michael Turconi,Toronto Blue Jays,True,75000,,Wake Forest
2022,15,459,23,806278,Nathan Landry,Boston Red Sox,True,112500,,U Missouri
2022,15,460,24,687012,Tayler Aguilar,New York Yankees,True,125000,,Grand Canyon University
2022,15,461,25,687225,Billy Seidl,Chicago White Sox,True,100000,,Duke
2022,15,462,26,695708,Satchell Norman,Milwaukee Brewers,True,125000,,Florida SouthWestern State College
2022,15,463,27,686223,Joey Mancini,Houston Astros,True,125000,,Boston Col
2022,15,464,28,806279,Jake Christianson,Tampa Bay Rays,True,50000,,Feather River Col
2022,15,465,29,703639,Nico Perez,Los Angeles Dodgers,True,132500,,B You Academy
2022,15,466,30,681201,Tanner O'Tremba,San Francisco Giants,True,75000,,Arizona
2022,16,467,1,681462,Graham Firoved,Baltimore Orioles,True,80000,,Virginia Tech
2022,16,468,2,688808,David Martin,Arizona Diamondbacks,True,100000,,California Baptist University
2022,16,469,3,805012,Nick Bautista III,Texas Rangers,True,125000,,Cypress College
2022,16,470,4,701177,Nick Cimillo,Pittsburgh Pirates,True,100000,,Rutgers
2022,16,471,5,702686,Everett Cooper III,Washington Nationals,True,125000,,Pro5 Baseball Academy
2022,16,472,6,689355,Brett Roberts,Miami Marlins,True,100000,,Florida State
2022,16,473,7,702516,JP Wheat,Chicago Cubs,True,125000,,Next Level Academy
2022,16,474,8,703638,Jankel Ortiz,Minnesota Twins,True,125000,,Academia Presbiteriana HS
2022,16,475,9,801479,Cooper McKeehan,Kansas City Royals,True,125000,,BYU
2022,16,476,10,678014,Austin Becker,Colorado Rockies,True,100000,,Texas Tech
2022,16,477,11,805962,Quinn Gudaitis,Detroit Tigers,True,75000,,University of Illinois Springfield
2022,16,478,12,694783,Casey Dana,Los Angeles Angels,True,125000,,Connecticut
2022,16,479,13,803182,Jimmy Loper,New York Mets,True,125000,,Duke
2022,16,480,14,703685,Henry Martinez,San Diego Padres,True,125000,,Miami Christian School
2022,16,481,15,800621,Logun Clark,Cleveland Guardians,True,125000,,Taft HS
2022,16,482,16,800857,Josh Bortka,Philadelphia Phillies,True,75000,,U Central Missouri
2022,16,483,17,679985,Trey Braithwaite,Cincinnati Reds,True,100000,,West Virginia
2022,16,484,18,806281,Blaze Pontes,Athletics,True,75000,,U Hawaii
2022,16,485,19,802991,E.J. Exposito,Atlanta Braves,True,100000,,Long Island University
2022,16,486,20,805722,Jacob McNairy,Seattle Mariners,False,,,Alabama
2022,16,487,21,702119,Hunter Hayes,St. Louis Cardinals,True,100000,,Pacific
2022,16,488,22,686805,Kale Davis,Toronto Blue Jays,False,,,Oklahoma State
2022,16,489,23,804583,Garrett Ramsey,Boston Red Sox,True,97500,,Southern Mississippi
2022,16,490,24,804904,Shane Gray,New York Yankees,True,125000,,Evansville
2022,16,491,25,690086,Tristan Stivors,Chicago White Sox,True,75000,,Texas State
2022,16,492,26,805356,Ethan Lege,Milwaukee Brewers,False,,,Delgado Col
2022,16,493,27,680874,Tim Borden II,Houston Astros,True,50000,,Georgia Tech
2022,16,494,28,687553,Kamren James,Tampa Bay Rays,True,125000,,Mississippi State
2022,16,495,29,689042,Jared Karros,Los Angeles Dodgers,True,125000,,UCLA
2022,16,496,30,803288,Andrew Kachel,San Francisco Giants,True,125000,,Fresno State
2022,17,497,1,677356,Carter Young,Baltimore Orioles,True,1325000,,Vanderbilt
2022,17,498,2,700875,Logan Clayton,Arizona Diamondbacks,True,100000,,Houston
2022,17,499,3,805955,Carson Dorsey,Texas Rangers,False,,,Gulf Coast CC
2022,17,500,4,671600,Jaycob Deese,Pittsburgh Pirates,True,80000,,Houston
2022,17,501,5,687116,Blake Klassen,Washington Nationals,True,125000,,UC Santa Barbara
2022,17,502,6,805971,Evan Chrest,Miami Marlins,False,,,Wharton HS
2022,17,503,7,696513,Andy Garriola,Chicago Cubs,True,50000,,Old Dominion
2022,17,504,8,805297,Alec Sayre,Minnesota Twins,True,100000,,Wright State
2022,17,505,9,681324,Chazz Martinez,Kansas City Royals,True,125000,,Oklahoma
2022,17,506,10,700956,Tyler Hoffman,Colorado Rockies,True,125000,,Tulane
2022,17,507,11,696516,Cole Patten,Detroit Tigers,True,35000,,Villanova
2022,17,508,12,696519,Samy Natera Jr.,Los Angeles Angels,True,125000,,New Mexico State
2022,17,509,13,804601,Connor Brandon,New York Mets,True,200000,,Toledo
2022,17,510,14,692218,Hugh Pinkney,San Diego Padres,False,,,Silverthorn Collegiate Inst
2022,17,511,15,702311,Angel Zarate,Cleveland Guardians,True,100000,,North Carolina
2022,17,512,16,679702,Daniel Harper,Philadelphia Phillies,True,20000,,Kentucky
2022,17,513,17,675783,Easton Sikorski,Cincinnati Reds,True,75000,,Western Michigan
2022,17,514,18,687195,Jake Garland,Athletics,True,100000,,Miami
2022,17,515,19,687201,Kevin Kilpatrick Jr.,Atlanta Braves,True,125000,,Central Florida
2022,17,516,20,806288,Stefan Raeth,Seattle Mariners,True,50000,,U Washington
2022,17,517,21,690914,Brody Moore,St. Louis Cardinals,True,50000,,Auburn
2022,17,518,22,805989,Ryan Chasse,Toronto Blue Jays,True,50000,,Campbell University
2022,17,519,23,702770,Deundre Jones,Boston Red Sox,True,125000,,Lutheran South Academy
2022,17,520,24,675296,Hayden Merda,New York Yankees,True,125000,,Azusa Pacific U
2022,17,521,25,805892,Nick Altermatt,Chicago White Sox,True,125000,,Minnesota State - Mankato
2022,17,522,26,702272,Brady Neal,Milwaukee Brewers,False,,,IMG Academy
2022,17,523,27,694810,Garrett McGowan,Houston Astros,True,20000,,Pittsburg State University
2022,17,524,28,702612,Levi Huesman,Tampa Bay Rays,False,,,Hanover HS
2022,17,525,29,806293,Payton Martin,Los Angeles Dodgers,True,125000,,West Forsyth HS
2022,17,526,30,699478,Justin Bench,San Francisco Giants,True,100000,,Ole Miss
2022,18,527,1,689958,Andrew Walters,Baltimore Orioles,False,,,Miami
2022,18,528,2,804109,Aiva Arquette,Arizona Diamondbacks,False,,,Saint Louis School
2022,18,529,3,806296,Justin Sanchez,Texas Rangers,True,125000,,Msgr McClancy Memorial HS
2022,18,530,4,677322,Elijah Birdsong,Pittsburgh Pirates,True,100000,,Pacific
2022,18,531,5,695418,Brad Lord,Washington Nationals,True,125000,,South Florida
2022,18,532,6,695426,Spencer Bramwell,Miami Marlins,True,10000,,Colorado Mesa University
2022,18,533,7,681173,Garrett Brown,Chicago Cubs,True,80000,,Georgia
2022,18,534,8,805731,Zach Veen,Minnesota Twins,True,80000,,Point Loma Nazarene University
2022,18,535,9,806299,Milo Rushford,Kansas City Royals,True,125000,,Walden Grove HS
2022,18,536,10,681221,Javier Ramos,Colorado Rockies,True,130000,,Oklahoma
2022,18,537,11,680754,Chris Williams Jr.,Detroit Tigers,True,50000,,William Carey University
2022,18,538,12,688944,Max Gieg,Los Angeles Angels,True,125000,,Boston College
2022,18,539,13,805330,Chris Santiago,New York Mets,True,125000,,St. Mary's College
2022,18,540,14,703804,Romeo Sanabria,San Diego Padres,True,50000,,Indian River State Col
2022,18,541,15,806303,Zach Jacobs,Cleveland Guardians,True,125000,,UC Riverside
2022,18,542,16,687918,Braylen Wimmer,Philadelphia Phillies,False,,,South Carolina
2022,18,543,17,702563,Mason Neville,Cincinnati Reds,False,,,Basic HS
2022,18,544,18,805291,Vince Reilly,Athletics,True,100000,,Grand Canyon University
2022,18,545,19,806304,Noah Williams,Atlanta Braves,True,125000,,Redondo Union HS
2022,18,546,20,801755,Brandon Schaeffer,Seattle Mariners,True,100000,,North Carolina
2022,18,547,21,688757,John Lynch,St. Louis Cardinals,True,125000,,Xavier U
2022,18,548,22,802508,Jeremy Pilon,Toronto Blue Jays,False,,,Ecole Secondaire De Montagne
2022,18,549,23,805972,Austin Ehrlicher,Boston Red Sox,True,200000,,Santa Rosa JC
2022,18,550,24,687187,Sebastian Keane,New York Yankees,True,125000,,Northeastern
2022,18,551,25,801600,Bryce Willits,Chicago White Sox,True,40000,,UC Santa Barbara
2022,18,552,26,701388,Jurrangelo Cijntje,Milwaukee Brewers,False,,,Champagnat Catholic School
2022,18,553,27,805365,Isaiah Jackson,Houston Astros,False,,,Cienega HS
2022,18,554,28,701474,Duncan Davitt,Tampa Bay Rays,True,25000,,Iowa
2022,18,555,29,806306,Cameron Decker,Los Angeles Dodgers,True,187000,,Evansville North HS
2022,18,556,30,805880,Tanner Thach,San Francisco Giants,False,,,Perquimans HS
2022,19,557,1,806307,Alden Mathes,Baltimore Orioles,False,,,U Richmond
2022,19,558,2,702504,Gavin Turley,Arizona Diamondbacks,False,,,Hamilton HS
2022,19,559,3,802450,Grayson Saunier,Texas Rangers,False,,,Collierville HS
2022,19,560,4,701347,Yoel Tejeda Jr.,Pittsburgh Pirates,False,,,North Broward Prep HS
2022,19,561,5,684976,Johnathon Thomas,Washington Nationals,True,125000,,Texas Southern U
2022,19,562,6,689858,Carmine Lane,Miami Marlins,True,75000,,South Florida
2022,19,563,7,800603,Brock Blatter,Chicago Cubs,False,,,Billings Central Catholic HS
2022,19,564,8,804582,Garrett McMillan,Minnesota Twins,False,,,Alabama
2022,19,565,9,804875,Tommy Szczepanski,Kansas City Royals,False,,,Garber HS
2022,19,566,10,676038,Skyler Messinger,Colorado Rockies,True,20000,,Texas
2022,19,567,11,806309,Albert Oliva,Detroit Tigers,True,125000,,New Mexico Military Institute
2022,19,568,12,686870,Luke Franzoni,Los Angeles Angels,True,75000,,Xavier
2022,19,569,13,804944,Jackson Lovich,New York Mets,False,,,Blue Valley West HS
2022,19,570,14,806310,Spence Coffman,San Diego Padres,True,125000,,Tishomingo Co HS
2022,19,571,15,687327,Geo Rivera Jr.,Cleveland Guardians,True,160000,,Walters State CC
2022,19,572,16,690312,Drew Garrett,Philadelphia Phillies,True,50000,,Missouri
2022,19,573,17,694340,Tyler Chadwick,Cincinnati Reds,False,,,Iowa Western CC
2022,19,574,18,806311,Tommy Stevenson,Athletics,True,100000,,Missouri Southern St Col
2022,19,575,19,702609,Christian Jackson,Atlanta Braves,True,125000,,Dutchtown HS
2022,19,576,20,690944,Curtis Washington Jr.,Seattle Mariners,True,50000,,Purdue
2022,19,577,21,700658,Chris Rotondo,St. Louis Cardinals,True,25000,,Villanova U
2022,19,578,22,804948,Gage Stanifer,Toronto Blue Jays,True,125000,,Westfield HS
2022,19,579,23,686245,Jaret Godman,Boston Red Sox,True,122500,,Oklahoma
2022,19,580,24,806314,Beau Brewer,New York Yankees,True,125000,,Paris JC
2022,19,581,25,805763,Drake Logan,Chicago White Sox,True,125000,,Shelton State CC
2022,19,582,26,702562,Jaden Noot,Milwaukee Brewers,False,,,Sierra Canyon School
2022,19,583,27,801039,John Garcia,Houston Astros,True,75000,,Grambling State
2022,19,584,28,687273,Quinn Mathews,Tampa Bay Rays,False,,,Stanford
2022,19,585,29,804588,Bubba Alleyne,Los Angeles Dodgers,True,125000,,Maryland
2022,19,586,30,806315,Cade Perkins,San Francisco Giants,False,,,Manhattan HS
2022,20,587,1,688701,Reese Sharp,Baltimore Orioles,True,125000,,Indiana
2022,20,588,2,804465,Riley Kelly,Arizona Diamondbacks,False,,,Tustin HS
2022,20,589,3,702523,Matt Scott,Texas Rangers,False,,,Joel Barlow HS
2022,20,590,4,700380,Joshua Loeschorn,Pittsburgh Pirates,True,25000,,Long Island University
2022,20,591,5,701370,JeanPierre Ortiz,Washington Nationals,False,,,IMG Academy
2022,20,592,6,686282,Jack Gowen,Miami Marlins,True,75000,,Georgia
2022,20,593,7,804622,Ke'Shun Collier,Chicago Cubs,True,100000,,Meridian CC
2022,20,594,8,702668,Korbyn Dickerson,Minnesota Twins,False,,,Trinity HS
2022,20,595,9,800051,Austin Charles,Kansas City Royals,True,429500,,Stockdale HS
2022,20,596,10,688876,Carlos Torres,Colorado Rockies,True,100000,,Lehigh
2022,20,597,11,805418,Drew Conover,Detroit Tigers,False,,,Seton Hall
2022,20,598,12,681339,Brendan Tinsman,Los Angeles Angels,True,25000,,Wake Forest
2022,20,599,13,690716,Eli Ankeney,New York Mets,True,100000,,Grand Canyon University
2022,20,600,14,693685,Andrew Vail,San Diego Padres,True,150000,,Rowan University
2022,20,601,15,688943,Shawn Rapp,Cleveland Guardians,True,50000,,North Carolina
2022,20,602,16,688087,Nathan Karaffa,Philadelphia Phillies,True,75000,,Ohio State
2022,20,603,17,680749,Joseph Menefee,Cincinnati Reds,True,125000,,Texas A&M
2022,20,604,18,689223,Derek True,Athletics,False,,,Cal Poly
2022,20,605,19,687248,Keshawn Ogans,Atlanta Braves,True,125000,,California
2022,20,606,20,681430,Nick Zona,Seattle Mariners,True,5000,,James Madison U
2022,20,607,21,804989,Gavin Van Kempen,St. Louis Cardinals,False,,,Maple Hill HS
2022,20,608,22,703605,Greg Pace Jr.,Toronto Blue Jays,False,,,Detroit Edison Academy
2022,20,609,23,701563,Connor Butler,Boston Red Sox,True,72500,,Biola University
2022,20,610,24,805274,Trevor Kirk,New York Yankees,True,125000,,Elon University
2022,20,611,25,805264,Ethan Hammerberg,Chicago White Sox,True,100000,,Ohio State
2022,20,612,26,801801,Noah Hall,Milwaukee Brewers,False,,,South Carolina
2022,20,613,27,696141,Ryan Wrobleski,Houston Astros,True,30000,,Dallas Baptist
2022,20,614,28,687993,Matt Wyatt,Tampa Bay Rays,True,260100,,Virginia
2022,20,615,29,703628,Carter McCulley,Los Angeles Dodgers,False,,,Pensacola Catholic HS
2022,20,616,30,690994,Ethan Long,San Francisco Giants,False,,,Arizona State
2023,1,1,1,694973,Paul Skenes,Pittsburgh Pirates,True,9200000,9721000,LSU
2023,1,2,2,686611,Dylan Crews,Washington Nationals,True,9000000,8998500,LSU
2023,1,3,3,703601,Max Clark,Detroit Tigers,True,7697500,8341700,Franklin Community HS
2023,1,4,4,694671,Wyatt Langford,Texas Rangers,True,8000000,7698000,Florida
2023,1,5,5,805805,Walker Jenkins,Minnesota Twins,True,7144200,7139700,South Brunswick HS
2023,1,6,6,805779,Jacob Wilson,Athletics,True,5500000,6634000,Grand Canyon University
2023,1,7,7,695076,Rhett Lowder,Cincinnati Reds,True,5700000,6275200,Wake Forest
2023,1,8,8,805810,Blake Mitchell,Kansas City Royals,True,4897500,5980100,Sinton HS
2023,1,9,9,801403,Chase Dollander,Colorado Rockies,True,5716900,5716900,Tennessee
2023,1,10,10,800611,Noble Meyer,Miami Marlins,True,4500000,5475300,Jesuit HS
2023,1,11,11,694384,Nolan Schanuel,Los Angeles Angels,True,5253000,5253000,Florida Atlantic
2023,1,12,12,694371,Tommy Troy,Arizona Diamondbacks,True,4400000,5043800,Stanford
2023,1,13,13,807713,Matt Shaw,Chicago Cubs,True,4848500,4848500,Maryland
2023,1,14,14,691019,Kyle Teel,Boston Red Sox,True,4000000,4663100,Virginia
2023,1,15,15,694378,Jacob Gonzalez,Chicago White Sox,True,3900000,4488600,Ole Miss
2023,1,16,16,805811,Bryce Eldridge,San Francisco Giants,True,3997500,4326600,James Madison HS
2023,1,17,17,690961,Enrique Bradfield Jr.,Baltimore Orioles,True,4169700,4169700,Vanderbilt
2023,1,18,18,694385,Brock Wilken,Milwaukee Brewers,True,3150000,4021400,Wake Forest
2023,1,19,19,694966,Brayden Taylor,Tampa Bay Rays,True,3877600,3880100,TCU
2023,1,20,20,805796,Arjun Nimmala,Toronto Blue Jays,True,3000000,3746000,Strawberry Crest HS
2023,1,21,21,690971,Chase Davis,St. Louis Cardinals,True,3618200,3618200,Arizona
2023,1,22,22,806068,Colt Emerson,Seattle Mariners,True,3800000,3496600,John Glenn HS
2023,1,23,23,806252,Ralphy Velazquez,Cleveland Guardians,True,2500000,3380900,Huntington Beach HS
